SIN(s),SERVICE PROPOSED (e.g. Job Title/Task),MINIMUM EDUCATION/ CERTIFICATION LEVEL,MINIMUM YEARS OF EXPERIENCE,"UNIT OF ISSUE (e.g. Hour, Task, Sq ft)",PRICE OFFERED TO GSA (including IFF),CONTRACT NUMBER,VENDOR NAME,BUSINESS SIZE,SCHEDULE,WORKSITE,CURRENT CONTRACT YEAR,CONTRACT START DATE,CONTRACT END DATE
132-51,Technical Consultant IB (Government Site),Bachelors,12,Hour,$177.71 ,GS-35F-083CA,"SOLLERTIS, INCORPORATED",S,IT Schedule 70,Customer,2,11/28/14,11/24/19
132-51,Technical Consultant IC (Contractor Site),Bachelors,15,Hour,$225.00 ,GS-35F-083CA,"SOLLERTIS, INCORPORATED",S,IT Schedule 70,Customer,2,11/29/14,11/24/19
132-51,Technical Consultant IC (Government Site),Bachelors,15,Hour,$182.04 ,GS-35F-083CA,"SOLLERTIS, INCORPORATED",S,IT Schedule 70,Customer,2,11/30/14,11/24/19
132-51,Technical Consultant II (Contractor Site),Bachelors,15,Hour,$251.00 ,GS-35F-083CA,"SOLLERTIS, INCORPORATED",S,IT Schedule 70,Customer,2,12/1/14,11/24/19
132-51,Technical Consultant II (Government Site),Bachelors,15,Hour,$200.76 ,GS-35F-083CA,"SOLLERTIS, INCORPORATED",S,IT Schedule 70,Customer,2,12/2/14,11/24/19
132-51,Software Engineer I (Contractor Site),Bachelors,4,Hour,$109.00 ,GS-35F-083CA,"SOLLERTIS, INCORPORATED",S,IT Schedule 70,Customer,2,12/3/14,11/24/19
132-51,Software Engineer I (Government Site),Bachelors,4,Hour,$87.00 ,GS-35F-083CA,"SOLLERTIS, INCORPORATED",S,IT Schedule 70,Customer,2,12/4/14,11/24/19
132-51,Software Engineer II (Contractor Site),Bachelors,6,Hour,$144.00 ,GS-35F-083CA,"SOLLERTIS, INCORPORATED",S,IT Schedule 70,Customer,2,12/5/14,11/24/19
132-51,Software Engineer II (Government Site),Bachelors,6,Hour,$115.00 ,GS-35F-083CA,"SOLLERTIS, INCORPORATED",S,IT Schedule 70,Customer,2,12/6/14,11/24/19
132-51,Systems Administrator (Contractor Site),Associate,4,Hour,$118.00 ,GS-35F-083CA,"SOLLERTIS, INCORPORATED",S,IT Schedule 70,Customer,2,12/7/14,11/24/19
132-51,Systems Administrator (Government Site),Associate,4,Hour,$90.94 ,GS-35F-083CA,"SOLLERTIS, INCORPORATED",S,IT Schedule 70,Customer,2,12/8/14,11/24/19
132-51,Functional Support (Contractor Site),Bachelors,4,Hour,$135.00 ,GS-35F-083CA,"SOLLERTIS, INCORPORATED",S,IT Schedule 70,Customer,2,12/9/14,11/24/19
132-51,Functional Support (Government Site),Bachelors,4,Hour,$108.00 ,GS-35F-083CA,"SOLLERTIS, INCORPORATED",S,IT Schedule 70,Customer,2,12/10/14,11/24/19
132-51,Platform Engineer (Contractor Site),Bachelors,12,Hour,$144.00 ,GS-35F-083CA,"SOLLERTIS, INCORPORATED",S,IT Schedule 70,Customer,2,12/11/14,11/24/19
132-51,Platform Engineer (Government Site),Bachelors,12,Hour,$115.00 ,GS-35F-083CA,"SOLLERTIS, INCORPORATED",S,IT Schedule 70,Customer,2,12/12/14,11/24/19
132-51,Platform Engineer Sr. (Contractor Site),Bachelors,15,Hour,$166.00 ,GS-35F-083CA,"SOLLERTIS, INCORPORATED",S,IT Schedule 70,Customer,2,12/13/14,11/24/19
132-51,Platform Engineer Sr. (Government Site),Bachelors,15,Hour,$133.03 ,GS-35F-083CA,"SOLLERTIS, INCORPORATED",S,IT Schedule 70,Customer,2,12/14/14,11/24/19
132-51,Applications Programmer - Intermediate,Bachelor's Degree,3 Years,Hour,$71.13 ,GS-35F-093CA,EPS CORPORATION,O,IT Schedule 70,Customer,2,12/1/14,11/30/19
132-51,Data Base Mgmt Specialist - Intermediate,Bachelor's Degree,3 Years,Hour,$81.69 ,GS-35F-093CA,EPS CORPORATION,O,IT Schedule 70,Customer,2,12/1/14,11/30/19
132-51,Field Service Technician - Journeyman,Bachelor's Degree,5 Years,Hour,$66.96 ,GS-35F-093CA,EPS CORPORATION,O,IT Schedule 70,Customer,2,12/1/14,11/30/19
132-51,Field Service Technician - Senior/Lead,Bachelor's Degree,8 Years,Hour,$76.22 ,GS-35F-093CA,EPS CORPORATION,O,IT Schedule 70,Customer,2,12/1/14,11/30/19
132-51,Help Desk Specialist - Intermediate,Associates,3 Years,Hour,$61.43 ,GS-35F-093CA,EPS CORPORATION,O,IT Schedule 70,Customer,2,12/1/14,11/30/19
132-51,Logistician - Intermediate,Associates,3 Years,Hour,$74.68 ,GS-35F-093CA,EPS CORPORATION,O,IT Schedule 70,Customer,2,12/1/14,11/30/19
132-51,Operations Specialist - Intermediate,Associates,3 Years,Hour,$82.32 ,GS-35F-093CA,EPS CORPORATION,O,IT Schedule 70,Customer,2,12/1/14,11/30/19
132-51,Program Manager -,Bachelor's Degree,12 Years,Hour,$174.07 ,GS-35F-093CA,EPS CORPORATION,O,IT Schedule 70,Customer,2,12/1/14,11/30/19
132-51,"Program Manager, Deputy -",Bachelor's Degree,8 Years,Hour,$125.84 ,GS-35F-093CA,EPS CORPORATION,O,IT Schedule 70,Customer,2,12/1/14,11/30/19
132-51,Project Manager -,Bachelor's Degree,8 Years,Hour,$100.22 ,GS-35F-093CA,EPS CORPORATION,O,IT Schedule 70,Customer,2,12/1/14,11/30/19
132-51,Quality Assurance Specialist - Intermediate,Bachelor's Degree,3 Years,Hour,$79.68 ,GS-35F-093CA,EPS CORPORATION,O,IT Schedule 70,Customer,2,12/1/14,11/30/19
132-51,Subject Matter Expert - Journeyman,Bachelor's Degree,5 Years,Hour,$116.69 ,GS-35F-093CA,EPS CORPORATION,O,IT Schedule 70,Customer,2,12/1/14,11/30/19
132-51,Telecommunications Specialist - Entry,Associates,0 Years,Hour,$81.68 ,GS-35F-093CA,EPS CORPORATION,O,IT Schedule 70,Customer,2,12/1/14,11/30/19
132-51,System Architect – Senior,A Master’s degree in any field.,9,Hour,$149.66 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Project Manager,"A Bachelors degree in Business, Engineering, or an Applied Science.",13,Hour,$122.44 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Network Engineer,Bachelor’s degree in computer science,6,Hour,$83.24 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Data Entry Operator,High School + 2 Years experience with specific software,2,Hour,$30.39 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Business Analyst,"BS - CS, CIS, EE, Telecom",4,Hour,$70.11 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,System Engineer – Senior,A bachelor’s degree in computer science,12,Hour,$112.40 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Quality Assurance Specialist – Expert,"BS degree in Computer Science, Engineering, Information Systems, Business or related discipline",8,Hour,$112.25 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,System Administrator,"A bachelor’s degree in computer science, information systems, engineering, business",10,Hour,$88.08 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Infrastructure Specialist,"A bachelor’s degree in computer science, information systems, engineering",4,Hour,$79.51 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Data Analyst II,"A Bachelor’s degree in Computer Science, Information Systems, Engineering, Business",2,Hour,$73.89 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Data Analyst III,"A Bachelor’s degree in Computer Science, Information Systems, Engineering, Business",5,Hour,$79.51 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Data Analyst IV,"A Bachelor’s degree in Computer Science, Information Systems, Engineering, Business",8,Hour,$101.02 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Data warehouse II,"Bachelor’s degree in Business, Finance, Management, Information Systems",2,Hour,$88.86 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Data warehouse III,"Bachelor’s degree in Business, Finance, Management, Information Systems",5,Hour,$95.45 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Data warehouse IV,"Bachelor’s degree in Business, Finance, Management, Information Systems",8,Hour,$109.64 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Database Administrator I,"A Bachelor’s degree in Computer Science, Information Systems, and Engineering, Business",2,Hour,$71.09 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Database Administrator II,"A Bachelor’s degree in Computer Science, Information Systems, and Engineering, Business",3,Hour,$79.51 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Database Administrator III,"A Bachelor’s degree in Computer Science, Information Systems, and Engineering, Business",5,Hour,$90.73 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Database Administrator IV,"A Bachelor’s degree in Computer Science, Information Systems, and Engineering, Business",10,Hour,$109.75 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Application Support Help Desk professional II,High School Diploma,3,Hour,$32.74 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Application Support Help Desk professional III,High School Diploma,5,Hour,$42.09 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Application Support Help Desk professional IV,High School Diploma,8,Hour,$74.83 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Program Manager,"A Bachelor’s degree in Computer Science, Information Systems, Engineering, Business",15,Hour,$144.98 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Programmer/System Analyst I,"A Bachelor’s degree in Computer Science, Information Systems, Engineering, Business",1,Hour,$70.15 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Programmer/System Analyst II,"A Bachelor’s degree in Computer Science, Information Systems, Engineering, Business",3,Hour,$79.51 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Programmer/System Analyst III,"A Bachelor’s degree in Computer Science, Information Systems, Engineering, Business",6,Hour,$93.86 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Programmer/System Analyst IV,"A Bachelor’s degree in Computer Science, Information Systems, Engineering, Business",10,Hour,$100.48 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Test Engineer/Analyst I,"A Bachelor’s degree in Computer Science, Information Systems, and Engineering, Business",1,Hour,$46.55 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Test Engineer/Analyst II,"A Bachelor’s degree in Computer Science, Information Systems, and Engineering, Business",2,Hour,$59.79 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Test Engineer/Analyst III,"A Bachelor’s degree in Computer Science, Information Systems, and Engineering, Business",5,Hour,$78.83 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Test Engineer/Analyst IV,"A Bachelor’s degree in Computer Science, Information Systems, and Engineering, Business",8,Hour,$115.72 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Security Analyst I,"A Bachelor’s degree in Computer Science, Information Systems, Engineering, Business",1,Hour,$59.87 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Security Analyst II,"A Bachelor’s degree in Computer Science, Information Systems, Engineering, Business",2,Hour,$70.15 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Security Analyst III,"A Bachelor’s degree in Computer Science, Information Systems, Engineering, Business",5,Hour,$98.22 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Security Analyst IV,"A Bachelor’s degree in Computer Science, Information Systems, Engineering, Business",8,Hour,$112.25 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Technical Writer - I,"A Bachelor’s degree in English, Literature",1,Hour,$51.72 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Technical Writer - II,"A Bachelor’s degree in English, Literature",2,Hour,$57.99 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Technical Writer - III,"A Bachelor’s degree in English, Literature",5,Hour,$88.86 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Training Specialist III,"A Bachelor’s degree from an accredited college or university in education, training",5,Hour,$70.15 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Training Specialist IV,"A Bachelor’s degree from an accredited college or university in education, training",8,Hour,$102.89 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Web / Graphic designer II,A Bachelor’s degree from an accredited college or university,2,Hour,$49.58 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Web / Graphic designer III,A Bachelor’s degree from an accredited college or university,5,Hour,$60.79 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Web / Graphic designer IV,A Bachelor’s degree from an accredited college or university,8,Hour,$73.89 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Technical Architect,"A Bachelor’s degree in Computer Science, Information Systems, Engineering, Business",10,Hour,$163.71 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,SME-II,"A Bachelor’s degree in Computer Science, Information Systems, Engineering, Business",8,Hour,$137.50 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,SME-III,"A Bachelor’s degree in Computer Science, Information Systems, Engineering, Business",10,Hour,$176.05 ,GS-35F-097CA,CAPTECH SERVICES,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Application Developer,Bachelor's,4,Hour,$109.63 ,GS-35F-450BA,INTELLIZANT LLC,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Associate Consultant,Bachelor's,7,Hour,$116.07 ,GS-35F-450BA,INTELLIZANT LLC,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Business Analyst II,Bachelor's,2,Hour,$85.31 ,GS-35F-450BA,INTELLIZANT LLC,S,IT Schedule 70,Customer,2,12/2/14,12/3/19
132-51,Software Developer,N/A,N/A,Hour,$93.70 ,GS-35F-094CA,IMAGINOVATION L.L.C.,S,IT Schedule 70,N/A,2,12/8/14,12/7/19
132-51,Mobile Developer,N/A,N/A,Hour,$93.70 ,GS-35F-094CA,IMAGINOVATION L.L.C.,S,IT Schedule 70,N/A,2,12/8/14,12/7/19
132-51,Project Manager,Bachelor's Degree,4,Hour,$74.66 ,GS-35F-098CA,RYONE INCORPORATED,S,IT Schedule 70,Customer,2,12/9/14,12/8/19
132-51,Quality Assurance Tech,Bachelor's Degree,4,Hour,$60.02 ,GS-35F-098CA,RYONE INCORPORATED,S,IT Schedule 70,Customer,2,12/9/14,12/8/19
132-51,Subject Matter Expert,Bachelor's Degree,7,Hour,$59.35 ,GS-35F-098CA,RYONE INCORPORATED,S,IT Schedule 70,Customer,2,12/9/14,12/8/19
132-51,Systems Analyst II,Bachelor's Degree,6,Hour,$74.36 ,GS-35F-098CA,RYONE INCORPORATED,S,IT Schedule 70,Customer,2,12/9/14,12/8/19
132-51,Software Programmer,Bachelor's Degree,3,Hour,$59.85 ,GS-35F-098CA,RYONE INCORPORATED,S,IT Schedule 70,Customer,2,12/9/14,12/8/19
132-51,Web Graphics Designer,Associate's Degree,5,Hour,$59.85 ,GS-35F-098CA,RYONE INCORPORATED,S,IT Schedule 70,Customer,2,12/9/14,12/8/19
132-51,Principal Consultant,Bachelors,12,Hour,$219.90 ,GS-35F-103CA,"MERCATOR GROUP, INC.",S,IT Schedule 70,Both,2,12/8/14,12/9/19
132-51,Advisory Consultant,Bachelors,9,Hour,$184.72 ,GS-35F-103CA,"MERCATOR GROUP, INC.",S,IT Schedule 70,Both,2,12/8/14,12/9/19
132-51,Senior Consultant,Bachelors,6,Hour,$131.94 ,GS-35F-103CA,"MERCATOR GROUP, INC.",S,IT Schedule 70,Both,2,12/8/14,12/9/19
132-51,Consultant II,Bachelors,5,Hour,$117.28 ,GS-35F-103CA,"MERCATOR GROUP, INC.",S,IT Schedule 70,Both,2,12/8/14,12/9/19
132-51,Consultant I,Bachelors,4,Hour,$106.53 ,GS-35F-103CA,"MERCATOR GROUP, INC.",S,IT Schedule 70,Both,2,12/8/14,12/9/19
132-51,Program Manager,Bachelor's Degree,15,Hour,$156.37 ,GS-35F-110CA,SHIVOY INC.,S,IT Schedule 70,Customer,2,12/12/14,12/11/19
132-51,Project Manager,Bachelor's Degree,8,Hour,$127.05 ,GS-35F-110CA,SHIVOY INC.,S,IT Schedule 70,Customer,2,12/12/14,12/11/19
132-51,IT Enterprise Architect,Master’s Degree,10,Hour,$131.94 ,GS-35F-110CA,SHIVOY INC.,S,IT Schedule 70,Customer,2,12/12/14,12/11/19
132-51,Software Architect,Bachelor's Degree,8,Hour,$126.08 ,GS-35F-110CA,SHIVOY INC.,S,IT Schedule 70,Customer,2,12/12/14,12/11/19
132-51,Systems Analyst I,Bachelor's Degree,2,Hour,$90.89 ,GS-35F-110CA,SHIVOY INC.,S,IT Schedule 70,Customer,2,12/12/14,12/11/19
132-51,Systems Analyst II,Bachelor's Degree,4,Hour,$102.62 ,GS-35F-110CA,SHIVOY INC.,S,IT Schedule 70,Customer,2,12/12/14,12/11/19
132-51,Business/Financial Analyst I,Bachelor's Degree,2,Hour,$83.07 ,GS-35F-110CA,SHIVOY INC.,S,IT Schedule 70,Customer,2,12/12/14,12/11/19
132-51,Business/Financial Analyst II,Master’s Degree,4,Hour,$86.98 ,GS-35F-110CA,SHIVOY INC.,S,IT Schedule 70,Customer,2,12/12/14,12/11/19
132-51,Application Systems Analyst I,Bachelor's Degree,3,Hour,$92.85 ,GS-35F-110CA,SHIVOY INC.,S,IT Schedule 70,Customer,2,12/12/14,12/11/19
132-51,Application Systems Analyst II,Bachelor's Degree,6,Hour,$122.17 ,GS-35F-110CA,SHIVOY INC.,S,IT Schedule 70,Customer,2,12/12/14,12/11/19
132-51,System Administrator I,Bachelor's Degree,2,Hour,$87.96 ,GS-35F-110CA,SHIVOY INC.,S,IT Schedule 70,Customer,2,12/12/14,12/11/19
132-51,System Administrator II,Bachelor's Degree,5,Hour,$97.73 ,GS-35F-110CA,SHIVOY INC.,S,IT Schedule 70,Customer,2,12/12/14,12/11/19
132-51,System Administrator III,Bachelor's Degree,7,Hour,$114.84 ,GS-35F-110CA,SHIVOY INC.,S,IT Schedule 70,Customer,2,12/12/14,12/11/19
132-51,Subject Matter Expert,Ph.D,15,Hour,$131.94 ,GS-35F-110CA,SHIVOY INC.,S,IT Schedule 70,Customer,2,12/12/14,12/11/19
132-51,Help Desk Specialist I,High School DiplomA,0,Hour,$70.86 ,GS-35F-110CA,SHIVOY INC.,S,IT Schedule 70,Customer,2,12/12/14,12/11/19
132-51,Help Desk Specialist II,AA Degree,2,Hour,$88.94 ,GS-35F-110CA,SHIVOY INC.,S,IT Schedule 70,Customer,2,12/12/14,12/11/19
132-51,IT Instructor/Trainer,Bachelor's Degree,6,Hour,$112.39 ,GS-35F-110CA,SHIVOY INC.,S,IT Schedule 70,Customer,2,12/12/14,12/11/19
132-51,Database Manager/ASP Programmer,Bachelors,9,Hour,$105.27 ,GS-35F-107CA,"RAPIER SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,12/15/14,12/14/19
132-51,Database Specialist I,Professional Certification,3,Hour,$62.99 ,GS-35F-107CA,"RAPIER SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,12/15/14,12/14/19
132-51,Information Assurance II,Bachelors,6,Hour,$67.64 ,GS-35F-107CA,"RAPIER SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,12/15/14,12/14/19
132-51,IT Project Managers,Professional Certification,6,Hour,$87.67 ,GS-35F-107CA,"RAPIER SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,12/15/14,12/14/19
132-51,IT Specialist,Professional Certification,1,Hour,$67.64 ,GS-35F-107CA,"RAPIER SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,12/15/14,12/14/19
132-51,Lead Telecommunications Specialist,Bachelors,5,Hour,$59.60 ,GS-35F-107CA,"RAPIER SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,12/15/14,12/14/19
132-51,Logistics Management Specialist,Bachelors,4,Hour,$83.57 ,GS-35F-107CA,"RAPIER SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,12/15/14,12/14/19
132-51,Network Engineer II,Bachelors,4,Hour,$59.60 ,GS-35F-107CA,"RAPIER SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,12/15/14,12/14/19
132-51,Program Coordinator,Bachelors,8,Hour,$70.86 ,GS-35F-107CA,"RAPIER SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,12/15/14,12/14/19
132-51,Program Manager,Bachelors,4,Hour,$99.20 ,GS-35F-107CA,"RAPIER SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,12/15/14,12/14/19
132-51,Project Manager,Bachelors,3,Hour,$68.86 ,GS-35F-107CA,"RAPIER SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,12/15/14,12/14/19
132-51,Systems Analyst,Professional Certification,4,Hour,$67.64 ,GS-35F-107CA,"RAPIER SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,12/15/14,12/14/19
132-51,Video Teleconference Technician,Professional Certification,1,Hour,$68.34 ,GS-35F-107CA,"RAPIER SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,12/15/14,12/14/19
132-51,Web Development,Professional Certification,1,Hour,$67.64 ,GS-35F-107CA,"RAPIER SOLUTIONS, INC.",S,IT Schedule 70,Customer,2,12/15/14,12/14/19
132-51,Project Manager,Bachelors,8,Hour,$148.11 ,GS-35F-143CA,"CRESCENT ALLIED SOLUTIONS, INC.",s,IT Schedule 70,Customer,1,1/13/15,1/14/20
132-51,Senior Technical Specialist/Lead,Bachelors,10,Hour,$197.48 ,GS-35F-143CA,"CRESCENT ALLIED SOLUTIONS, INC.",s,IT Schedule 70,Customer,1,1/13/15,1/14/20
132-51,Technical Specialist,Bachelors,7,Hour,$148.11 ,GS-35F-143CA,"CRESCENT ALLIED SOLUTIONS, INC.",s,IT Schedule 70,Customer,1,1/13/15,1/14/20
132-51,Senior Systems Analyst,Bachelors,4,Hour,$118.49 ,GS-35F-143CA,"CRESCENT ALLIED SOLUTIONS, INC.",s,IT Schedule 70,Customer,1,1/13/15,1/14/20
132-51,Systems Analyst,Bachelors,3,Hour,$93.80 ,GS-35F-143CA,"CRESCENT ALLIED SOLUTIONS, INC.",s,IT Schedule 70,Customer,1,1/13/15,1/14/20
132-51,Senior Programmer,Bachelors,5,Hour,$123.43 ,GS-35F-143CA,"CRESCENT ALLIED SOLUTIONS, INC.",s,IT Schedule 70,Customer,1,1/13/15,1/14/20
132-51,Programmer,Bachelors,3,Hour,$108.61 ,GS-35F-143CA,"CRESCENT ALLIED SOLUTIONS, INC.",s,IT Schedule 70,Customer,1,1/13/15,1/14/20
132-51,Senior Desktop Security Specialist,Bachelors,5,Hour,$93.80 ,GS-35F-143CA,"CRESCENT ALLIED SOLUTIONS, INC.",s,IT Schedule 70,Customer,1,1/13/15,1/14/20
132-51,Senior Help Desk Support,Bachelors,4,Hour,$74.06 ,GS-35F-143CA,"CRESCENT ALLIED SOLUTIONS, INC.",s,IT Schedule 70,Customer,1,1/13/15,1/14/20
132-51,Help Desk Support,Bachelors,2,Hour,$49.37 ,GS-35F-143CA,"CRESCENT ALLIED SOLUTIONS, INC.",s,IT Schedule 70,Customer,1,1/13/15,1/14/20
132-51,Enterprise Architect,Bachelors,12,Hour,$204.39 ,GS-35F-143CA,"CRESCENT ALLIED SOLUTIONS, INC.",s,IT Schedule 70,Customer,1,1/13/15,1/14/20
132-51,Senior Technical Architect,Bachelors,10,Hour,$186.62 ,GS-35F-143CA,"CRESCENT ALLIED SOLUTIONS, INC.",s,IT Schedule 70,Customer,1,1/13/15,1/14/20
132-51,Technical Architect,Bachelors,4,Hour,$122.44 ,GS-35F-143CA,"CRESCENT ALLIED SOLUTIONS, INC.",s,IT Schedule 70,Customer,1,1/13/15,1/14/20
132-51,Network Systems Engineer,Bachelors,5,Hour,$133.30 ,GS-35F-143CA,"CRESCENT ALLIED SOLUTIONS, INC.",s,IT Schedule 70,Customer,1,1/13/15,1/14/20
132-51,Software Architect,Bachelors,8,Hour,$177.73 ,GS-35F-143CA,"CRESCENT ALLIED SOLUTIONS, INC.",s,IT Schedule 70,Customer,1,1/13/15,1/14/20
132-51,Senior Business Analyst,Bachelors,5,Hour,$118.49 ,GS-35F-143CA,"CRESCENT ALLIED SOLUTIONS, INC.",s,IT Schedule 70,Customer,1,1/13/15,1/14/20
132-51,Business Analyst,Bachelors,3,Hour,$93.80 ,GS-35F-143CA,"CRESCENT ALLIED SOLUTIONS, INC.",s,IT Schedule 70,Customer,1,1/13/15,1/14/20
132-51,SAP Technical/Functional Team Lead,Bachelors,8,Hour,$153.05 ,GS-35F-143CA,"CRESCENT ALLIED SOLUTIONS, INC.",s,IT Schedule 70,Customer,1,1/13/15,1/14/20
132-51,SAP Sr. Technical / Functional Consultant,Bachelors,5,Hour,$136.26 ,GS-35F-143CA,"CRESCENT ALLIED SOLUTIONS, INC.",s,IT Schedule 70,Customer,1,1/13/15,1/14/20
132-51,Senior Consultant,Bachelors,5,Hour,$160.95 ,GS-35F-143CA,"CRESCENT ALLIED SOLUTIONS, INC.",s,IT Schedule 70,Customer,1,1/13/15,1/14/20
132-51,Subject Matter Expert I,Bachelors,10,Hour,$138.24 ,GS-35F-143CA,"CRESCENT ALLIED SOLUTIONS, INC.",s,IT Schedule 70,Customer,1,1/13/15,1/14/20
132-51,Business Analayst,Bachelors,3,Hour,0.75%,GS-35F-151CA,QUALITY ORIENTED SOLUTIONS INC.,s,IT Schedule 70,customer,1,1/25/15,1/26/20
